  id   | timestamp  | publishedat |                                                           title                                                            |                                                                                                                                                                                                                                                                                                                                                                  summary                                                                                                                                                                                                                                                                                                                                                                  |                                                                                               url                                                                                                |                                                                               urlToImage                                                                                | feedback |     entity     | score 
 25607 | 2019-10-31 | 2019-10-31  | Repsol aumenta un 28% los clientes de electricidad y gas en su primer año                                                  | El 20 de marzo de 2019 se firmó el acuerdo con El Corte Inglés para que los clientes de la cadena de distribución puedan contratar electricidad y gas en sus establecimientos.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           +| https://www.eleconomista.es/empresas-finanzas/noticias/10171685/10/19/Repsol-aumenta-un-28-los-clientes-de-electricidad-y-gas-en-su-primer-ano.html                                              | https://s03.s3c.es/imag/_v0/770x419/1/4/5/rrss_repsol-cielo-azul.jpg                                                                                                    |        0 | REPSOL         | 0.756
       |            |             |                                                                                                                            | El 1 de julio, la petrolera anunció que desarrollará dos nuevos proyectos eólicos, ubicados en Aragón y Castilla y León, y un parque fotovoltaico en Andalucía con una capacidad total de 800 MW, que serán construidos y operados por su filial de electricidad y gas y en septiembre constituyó su filial de renovables.                                                                                                                                                                                                                                                                                                                                                                                                                |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25608 | 2019-10-31 | 2019-10-30  | Aena se deja un 2,38% en bolsa tras rebajar las previsiones de crecimiento de tráfico para 2020                            | Los títulos de Aena han caído un 2,38% en bolsa en la sesión de este miércoles, hasta los 164 euros, después de que el gestor aeroportuario anunciara su previsión de que el crecimiento del tráfico se ralentice al 1,1% en 2020.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       +| https://www.europapress.es/turismo/transportes/aeropuertos/noticia-aena-deja-238-bolsa-rebajar-previsiones-crecimiento-trafico-2020-20191030180525.html                                          | https://img.europapress.es/fotoweb/fotonoticia_20191030180525_1024.jpg                                                                                                  |        0 | AENA           | 0.754
       |            |             |                                                                                                                            | Los analistas de Banco Sabadell han detallado que "pese a la buena evolución operativa actual", esta ralentización del crecimiento del tráfico, que ellos estiman en el 2,8%, hace que valoren las acciones de Aena en 151 euros.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25609 | 2019-10-31 | 2019-10-29  | Las mejores ofertas en depiladoras, afeitadoras y cepillos eléctricos por menos de 100 euros                               | El comienzo del frío suele coger desprevenidos a muchos que, tras los grandes dispendios en material escolar o en menaje del hogar durante los meses de septiembre y octubre, han dilatado la compra también de pequeños electrodomésticos: tales como secadores, planchas del pelo o afeitadoras, productos necesarios en cualquier hogar y que también necesitan ser adquiridos o renovados.                                                                                                                                                                                                                                                                                                                                           +| https://elpais.com/elpais/2019/10/29/escaparate/1572338487_160163.html                                                                                                                           | https://ep00.epimg.net/elpais/imagenes/2019/10/29/escaparate/1572338487_160163_1572366221_rrss_normal.jpg                                                               |        0 | MANGO          | 0.754
       |            |             |                                                                                                                            | Por eso, desde EL PAÍS Escaparate hemos seleccionado en la plataforma eBay un total de 15 artículos para cuidar de nuestra belleza corporal como se merece, además de mimar el cabello, mantener una higiene dental adecuada durante toda la semana o perfilar partes del cuerpo como la barba.                                                                                                                                                                                                                                                                                                                                                                                                                                          +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Equipa cinco niveles de limpieza para una limpieza bucal completa entre los que se encuentran: Cuidados diarios, cuidado de las encías, PRO Clean, Sensible y Blanqueador.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Además, dispone de sensor de presión para un cepillado suave y usa tecnología de detección cabezal para que ninguna parte de la boca se quede sin cepillar de forma conveniente.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Gracias a la tecnología Sensi de Braun, cada 30 segundos el cepillo avisa para que cambiemos de zona de cepillado consiguiendo una limpieza integral.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | En Amazon, el mismo producto pero en color azul se encuentra más caro (51,29 euros) que el ofertado en eBay. 23% de descuento, ahorra 11,96 euros.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | En Amazon, el mismo producto se encuentra algo más caro (36,90 euros) que en eBay. 46% de descuento, ahorra 27,96 euros.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Podemos invitar a los más pequeños de casa a que se unan al cepillado eléctrico de una forma divertida y segura.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Alcanza los 5.600 revoluciones por minuto y cuenta con un temporizador musical que contiene 16 melodías y con el que se les pasará los dos minutos de cepillado en un santiamén, complementada por una aplicación en la que se les mostrará divertidas imágenes.                                                                                                                                                                                                                                                                                                                                                                                                                                                                         +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | El lote incorpora un mango de cepillo recargable, un cabezal y una base de carga.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | En Amazon, el mismo producto se puede adquirir a un precio algo más elevado (22,52 euros) que el ofertado en eBay. 33% de descuento, ahorra 10 euros.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Son compatibles con los modelos de Oral-B Vitality y Vitality Plus, además de con dos series (Genius 8.000 y 9.000) y una amplia variedad de modelos de la serie Oral-B Pro; todos ellos cepillos eléctricos recargables.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | - Depiladora eléctrica inalámbrica Braun Silk-Épil 5-541 con tecnología Wet & Dry. Un artículo esencial para mantener a raya el vello más rebelde de las piernas y el cuerpo durante estos meses de frío.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | En Amazon, el producto se encuentra más caro (67,98 euros) que el ofertado en eBay. 49% de descuento, ahorra 49,01 euros.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Con unas dimensiones pequeñas —15.5x5,7x22,2 cm— es resistente al agua y promete una limpieza hasta seis veces más efectiva que una limpieza manual gracias a su cepillo, según indica el fabricante.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Se puede encontrar en Amazon a un precio más elevado (62,21 euros) que el ofertado en eBay. 45% de descuento, ahorra 44 euros.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Del mismo modelo que la anterior pero de una serie distinta, esta máquina de afeitar corta de forma eficaz tanto pelo largo como pelo corto, incluso en las barbas más difíciles; adaptándose a cualquier tipo de contornos y a movimientos en línea recta.                                                                                                                                                                                                                                                                                                                                                                                                                                                                              +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | El mismo producto en Amazon está a un precio más elevado (35,65 euros) que el ofertado en eBay. 54% de descuento, ahorra 30 euros.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Mediante su peine se pueden elegir varias longitudes (que van de los 13 a los 21 mm) y elegir el estilo que más te convenga.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | En otras plataformas como el Corte Inglés el artículo se encuentra a un precio más elevado (49 euros) que el ofertado en eBay. 34% de descuento, ahorra 24 euros.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Los eventos sociales y cumpleaños se multiplican en fechas otoñales y de cara a la Navidad, por eso, siempre podemos adquirir un cortapelo en el caso en el que no deseemos pisar la peluquería.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | El mismo producto se puede encontrar algo más caro en Amazon (29,99 euros) que el ofertado en eBay. 42% de descuento, ahorra 19 euros.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | El producto también se puede encontrar en Amazon a un precio algo más elevado (33,65 euros) que en eBay. 38% de descuento, ahorra 19 euros.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25610 | 2019-10-31 | 2019-10-31  | Ferrovial negocia vender su filial de Servicios por países a Apax y Apollo                                                 | El fondo británico Apax y el estadounidense Apollo llevan meses estudiando la mejor forma de hacerse con la división de Servicios, llegándose a plantear incluso hacer frente común para dividir así el coste de la operación, que la compañía española llegó a cifrar en 3.000 millones de euros.                                                                                                                                                                                                                                                                                                                                                                                                                                       +| https://www.eleconomista.es/empresas-finanzas/noticias/10171237/10/19/Ferrovial-planea-una-venta-por-geografias-a-Apax-y-Apollo.html                                                             | https://s03.s3c.es/imag/_v0/770x420/5/9/a/rrss_ferrovial-cartel-metal-770.jpg                                                                                           |        0 | FERROVIAL      | 0.753
       |            |             |                                                                                                                            | Apollo, por su parte, se ha centrado fundamentalmente en el negocio financiero y en el inmobiliario, con operaciones en los últimos años como la compra del 85% de Altamira, Evo Banco, el negocio hipotecario de Citi y de General Electric, hoteles de Caixabank y Popular o una cartera de inmuebles comerciales del Banco Santander.                                                                                                                                                                                                                                                                                                                                                                                                 +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Ferrovial Servicios es la división que más ingresos genera para el grupo español, con 6.785 millones de euros en 2018, más que la suma del resto de actividades de la empresa (5.737 millones), y un resultado bruto de explotación (ebitda) de 136 millones (484 millones el resto).                                                                                                                                                                                                                                                                                                                                                                                                                                                    +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Sin embargo, el área de servicios provocó que el año pasado la multinacional española incurriera en pérdidas (448 millones) como consecuencia de los problemas de Amey en el contrato con el Ayuntamiento de Birmingham.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | En este sentido, Zity, el servicio de carsharing que Ferrovial y Renault lanzaron hace dos años, ya ha pasado a depender del área corporativa.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Ferrovial contrató hace un año a Goldman Sachs y KPMG para explorar la desinversión en su filial de servicios ante el interés recibido por parte de diversas firmas.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25611 | 2019-10-31 | 2019-10-31  | El coste de la reducción de plantilla recorta el beneficio de CaixaBank un 28%                                             | El resultado supone una reducción del 28,4% respecto al mismo periodo de hace un año y se explica por los costes asociados a la reducción de plantilla, de unas 2.000 personas, que la entidad financiera pactó con los sindicatos en el marco del plan estratégico estrenado este ejercicio y que finaliza en 2021.                                                                                                                                                                                                                                                                                                                                                                                                                     +| https://elpais.com/economia/2019/10/31/actualidad/1572501811_785956.html                                                                                                                         | https://ep00.epimg.net/economia/imagenes/2019/10/31/actualidad/1572501811_785956_1572504791_rrss_normal.jpg                                                             |        0 | REPSOL         | 0.752
       |            |             |                                                                                                                            | El margen de intereses, que dibuja la evolución del negocio bancario de la entidad, apenas creció un 1,3% en los nueve primeros meses del año, con un resultado de 3.720 millones de euros, fruto del marco de tipos de interés negativos que está generando quebraderos de cabezas a los ejecutivos de las entidades financieras.                                                                                                                                                                                                                                                                                                                                                                                                       +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | El margen bruto se contrajo un 4,2%, lastrado por la reducción del volumen de comisiones netas, que cayó un 1,7%, hasta los 1.904 millones de euros, y porque no se incluyen la atribución de los resultados de Repsol y BFA.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
